"Time","Arrived","Rejected"
1760345962000,0,0
1760345963000,0,0
1760345964000,0,0
1760345965000,0,0
1760345966000,0,0
1760345967000,0,0
1760345968000,0,0
1760345969000,0,0
1760345970000,0,0
1760345971000,0,0
1760345972000,0,0
1760345973000,0.22214817283127847,0
1760345974000,0.5557408024897188,0
1760345975000,0.7775186049094747,0
1760345976000,0.9996667777407531,0
1760345977000,1.2222222222222223,0
1760345978000,1.4444444444444446,0
1760345979000,1.6666666666666667,0
1760345980000,1.888679035662704,0
1760345981000,2.1104076418971456,0
1760345982000,2.1118150494609313,0
1760345983000,1.888888888888889,0
1760345984000,1.889098788754306,0
1760345985000,2,0
1760345986000,1.8884692290602092,0
1760345987000,2,0
1760345988000,1.9993335554815062,0
1760345989000,2,0
1760345990000,2,0
1760345991000,1.9993335554815062,0
1760345992000,2,0
1760345993000,2.110876569270081,0
1760345994000,1.888888888888889,0
1760345995000,1.9997778024663924,0
1760345996000,1.9993335554815062,0
1760345997000,1.889518728465044,0
1760345998000,2.000222246916324,0
1760345999000,2,0
1760346000000,1.888888888888889,0
1760346001000,2.1104076418971456,0
1760346002000,1.889518728465044,0
1760346003000,2.1118150494609313,0
1760346004000,2.000222246916324,0
1760346005000,1.888888888888889,0
1760346006000,2.1104076418971456,0
1760346007000,2.000444543231829,0
1760346008000,2.000666888962988,0
1760346009000,2.000222246916324,0
1760346010000,2,0
1760346011000,2,0
1760346012000,1.888888888888889,0
1760346013000,2.000444543231829,0
1760346014000,2.111111111111111,0
1760346015000,1.889518728465044,0
1760346016000,1.888888888888889,0
1760346017000,1.888888888888889,0
1760346018000,2.110876569270081,0
1760346019000,2,0
1760346020000,2.1104076418971456,0
1760346021000,1.9993335554815062,0
1760346022000,2,0
1760346023000,1.888888888888889,0
1760346024000,2.1104076418971456,0
1760346025000,2,0
1760346026000,2.1104076418971456,0
1760346027000,2.000666888962988,0
1760346028000,2.000666888962988,0
1760346029000,1.889098788754306,0
1760346030000,2.111111111111111,0
1760346031000,2.1104076418971456,0
1760346032000,2.222963209958875,0
1760346033000,2.3333333333333335,0
1760346034000,2.665778073975342,0
1760346035000,2.666666666666667,0
1760346036000,2.9990003332222592,0
1760346037000,3.111111111111111,0
1760346038000,3.4440617709143426,0
1760346039000,3.666666666666667,0
1760346040000,3.777777777777778,0
1760346041000,3.9986671109630123,0
1760346042000,3.8901856174280316,0
1760346043000,3.8901856174280316,0
1760346044000,4,0
1760346045000,3.8888888888888893,0
1760346046000,3.99911130859809,0
1760346047000,4.001333777925976,0
1760346048000,4,0
1760346049000,4,0
1760346050000,4,0
1760346051000,4.109741197378652,0
1760346052000,4.111111111111112,0
1760346053000,4.000444493832648,0
1760346054000,4.001333777925976,0
1760346055000,4.110654371736473,0
1760346056000,3.9986671109630123,0
1760346057000,4.001333777925976,0
1760346058000,4.111111111111112,0
1760346059000,3.8888888888888893,0
1760346060000,3.8893210356706303,0
1760346061000,4,0
1760346062000,4.112024894420982,0
1760346063000,4.111111111111112,0
1760346064000,4.001333777925976,0
1760346065000,4.11248193842392,0
1760346066000,4,0
1760346067000,4.001333777925976,0
1760346068000,4.111111111111112,0
1760346069000,3.9995556049327847,0
1760346070000,3.9986671109630123,0
1760346071000,3.99911130859809,0
1760346072000,3.8888888888888893,0
1760346073000,3.9986671109630123,0
1760346074000,3.9986671109630123,0
1760346075000,3.9986671109630123,0
1760346076000,4,0
1760346077000,3.8901856174280316,0
1760346078000,4.11248193842392,0
1760346079000,3.8901856174280316,0
1760346080000,4,0
1760346081000,4.111111111111112,0
1760346082000,4.001333777925976,0
1760346083000,4,0
1760346084000,4.000444493832648,0
1760346085000,3.9986671109630123,0
1760346086000,4.109741197378652,0
1760346087000,3.8888888888888893,0
1760346088000,4.111111111111112,0
1760346089000,3.8897532785063342,0
1760346090000,3.9986671109630123,0
1760346091000,3.8875930245473733,0
1760346092000,4.11248193842392,0
1760346093000,4.445432318292953,0
1760346094000,4.779370901411582,0
1760346095000,5.223963543403357,0
1760346096000,5.554321261941792,0
1760346097000,5.888888888888889,0
1760346098000,6.333333333333334,0
1760346099000,6.555555555555556,0
1760346100000,7.000000000000001,0
1760346101000,7.111111111111112,0
1760346102000,7.111111111111112,0
1760346103000,7.111111111111112,0
1760346104000,7.108741530600911,0
1760346105000,7.22141984223975,0
1760346106000,7.108741530600911,0
1760346107000,7.111111111111112,0
1760346108000,7.111111111111112,0
1760346109000,7.224630432366345,0
1760346110000,7.21981561701655,0
1760346111000,7.21981561701655,0
1760346112000,7.222222222222222,0
1760346113000,7.111111111111112,0
1760346114000,7.111901322369152,0
1760346115000,7.113482271868401,0
1760346116000,7.222222222222222,0
1760346117000,7.224630432366345,0
1760346118000,7.111111111111112,0
1760346119000,7.113482271868401,0
1760346120000,7.113482271868401,0
1760346121000,7.108741530600911,0
1760346122000,7.113482271868401,0
1760346123000,7.111111111111112,0
1760346124000,7.108741530600911,0
1760346125000,7.108741530600911,0
1760346126000,7.108741530600911,0
1760346127000,7.111111111111112,0
1760346128000,7.108741530600911,0
